Gene,RelationName,To
PTEN,in-complex-with,SCMH1
PTEN,controls-state-change-of,SDC1
PTEN,interacts-with,SDC1
PTEN,controls-state-change-of,SDC2
PTEN,controls-state-change-of,SDC4
PTEN,interacts-with,SDC4
PTEN,controls-state-change-of,SDCBP
PTEN,interacts-with,SDCBP
PTEN,interacts-with,SETX
PTEN,controls-state-change-of,SH3GL1
PTEN,controls-state-change-of,SH3GL2
PTEN,controls-state-change-of,SH3GL3
PTEN,catalysis-precedes,SH3KBP1
PTEN,controls-state-change-of,SH3KBP1
PTEN,interacts-with,SHARPIN
PTEN,catalysis-precedes,SHC1
PTEN,interacts-with,SKP1
PTEN,interacts-with,SLC25A3
PTEN,interacts-with,SLC25A5
PTEN,controls-expression-of,SLC2A1
PTEN,controls-expression-of,SLC30A1
PTEN,in-complex-with,SLC9A3R1
PTEN,interacts-with,SLC9A3R1
PTEN,in-complex-with,SLC9A3R2
PTEN,interacts-with,SLC9A3R2
PTEN,interacts-with,SMTN
PTEN,in-complex-with,SNAI1
PTEN,in-complex-with,SNAI2
PTEN,interacts-with,SNRPD1
PTEN,interacts-with,SNTB2
PTEN,interacts-with,SNX27
PTEN,interacts-with,SOCS1
PTEN,catalysis-precedes,SOS1
PTEN,interacts-with,SPOP
PTEN,interacts-with,SPTAN1
PTEN,interacts-with,SPTBN1
PTEN,catalysis-precedes,SRC
PTEN,controls-state-change-of,SRC
PTEN,interacts-with,SSR4
PTEN,controls-state-change-of,STAM2
PTEN,controls-state-change-of,STAM
PTEN,interacts-with,STIP1
PTEN,interacts-with,STK11
PTEN,interacts-with,STUB1
PTEN,catalysis-precedes,SUCLA2
PTEN,catalysis-precedes,SUCLG1
PTEN,in-complex-with,SUZ12
PTEN,interacts-with,SUZ12
PTEN,catalysis-precedes,SYK
PTEN,catalysis-precedes,SYNJ1
PTEN,catalysis-precedes,SYNJ2
PTEN,catalysis-precedes,TEC
PTEN,controls-state-change-of,TGFA
PTEN,controls-state-change-of,TIRAP
PTEN,controls-state-change-of,TLN1
PTEN,interacts-with,TMEFF1
PTEN,interacts-with,TNKS2
PTEN,interacts-with,TNKS
PTEN,in-complex-with,TNRC6A
PTEN,in-complex-with,TNRC6B
PTEN,in-complex-with,TNRC6C
PTEN,controls-state-change-of,TP53
PTEN,in-complex-with,TP53
PTEN,interacts-with,TP53
PTEN,catalysis-precedes,TPST1
PTEN,catalysis-precedes,TPST2
PTEN,in-complex-with,TRIM27
PTEN,controls-state-change-of,TRIO
PTEN,interacts-with,TRMO
PTEN,interacts-with,TTBK2
PTEN,interacts-with,TUBA1B
PTEN,interacts-with,TUBA1C
PTEN,interacts-with,TUBA3C
PTEN,interacts-with,TUBA3D
PTEN,interacts-with,TUBB2A
PTEN,interacts-with,TUBB3
PTEN,interacts-with,TUBB4B
PTEN,interacts-with,TUBB
PTEN,interacts-with,TUFM
PTEN,catalysis-precedes,TXK
PTEN,in-complex-with,TXN
PTEN,interacts-with,TXN
PTEN,interacts-with,UBA1
PTEN,interacts-with,UBA52
PTEN,interacts-with,UBB
PTEN,interacts-with,UBC
PTEN,interacts-with,UBE2D2
PTEN,interacts-with,UBE2I
PTEN,interacts-with,UBE2L3
PTEN,interacts-with,UHRF2
PTEN,catalysis-precedes,UPP1
PTEN,catalysis-precedes,UPP2
PTEN,interacts-with,USP10
PTEN,interacts-with,USP13
PTEN,interacts-with,USP39
PTEN,interacts-with,USP4
PTEN,in-complex-with,USP7
PTEN,interacts-with,USP7
PTEN,interacts-with,USP8
PTEN,interacts-with,UTP14A
PTEN,interacts-with,UTRN
PTEN,controls-state-change-of,VASP
PTEN,catalysis-precedes,VAV1
PTEN,controls-state-change-of,VAV1
PTEN,catalysis-precedes,VAV2
PTEN,controls-state-change-of,VAV2
PTEN,catalysis-precedes,VAV3
PTEN,controls-state-change-of,VAV3
PTEN,controls-state-change-of,VCL
PTEN,controls-expression-of,VEGFA
PTEN,controls-state-change-of,WASL
PTEN,controls-state-change-of,WAS
PTEN,controls-state-change-of,WEE1
PTEN,controls-state-change-of,WNT3A
PTEN,interacts-with,WNT4
PTEN,interacts-with,WWP1
PTEN,interacts-with,WWP2
PTEN,interacts-with,XIAP
PTEN,catalysis-precedes,YES1
PTEN,interacts-with,YES1
PTEN,catalysis-precedes,ZAP70
PTEN,interacts-with,ZNF787
