Gene,RelationName,To
IDH1,catalysis-precedes,ALPL
IDH1,catalysis-precedes,ALPP
IDH1,catalysis-precedes,ASPH
IDH1,catalysis-precedes,BAAT
IDH1,catalysis-precedes,BBOX1
IDH1,catalysis-precedes,BCAT1
IDH1,catalysis-precedes,BCAT2
IDH1,controls-expression-of,BCL2
IDH1,controls-state-change-of,CASP3
IDH1,catalysis-precedes,CFAP410
IDH1,catalysis-precedes,CHAT
IDH1,controls-production-of,CHEBI:11596
IDH1,controls-production-of,CHEBI:132941
IDH1,controls-production-of,CHEBI:16347
IDH1,controls-production-of,CHEBI:16810
IDH1,controls-production-of,CHEBI:17084
IDH1,controls-production-of,CHEBI:28938
IDH1,controls-production-of,CHEBI:30887
IDH1,controls-production-of,CHEBI:30915
IDH1,controls-production-of,CHEBI:32796
IDH1,controls-production-of,CHEBI:57287
IDH1,controls-production-of,CHEBI:58931
IDH1,controls-production-of,CHEBI:61540
IDH1,controls-production-of,CHEBI:7815
IDH1,catalysis-precedes,CPT1A
IDH1,catalysis-precedes,CPT1B
IDH1,catalysis-precedes,CPT1C
IDH1,catalysis-precedes,CPT2
IDH1,catalysis-precedes,CRAT
IDH1,catalysis-precedes,CROT
IDH1,catalysis-precedes,CTPS1
IDH1,catalysis-precedes,CUL2
IDH1,catalysis-precedes,D2HGDH
IDH1,catalysis-precedes,DCTD
IDH1,catalysis-precedes,DLD
IDH1,catalysis-precedes,DLST
IDH1,catalysis-precedes,EGFR
IDH1,catalysis-precedes,EGLN1
IDH1,catalysis-precedes,EGLN3
IDH1,catalysis-precedes,EHHADH
IDH1,catalysis-precedes,ELOB
IDH1,catalysis-precedes,ELOC
IDH1,catalysis-precedes,ELOVL1
IDH1,catalysis-precedes,ELOVL2
IDH1,catalysis-precedes,ELOVL5
IDH1,catalysis-precedes,ELOVL6
IDH1,catalysis-precedes,ENPP1
IDH1,catalysis-precedes,ESCO1
IDH1,catalysis-precedes,ESCO2
IDH1,catalysis-precedes,FASN
IDH1,catalysis-precedes,GLUD1
IDH1,catalysis-precedes,GLUD2
IDH1,catalysis-precedes,GLUL
IDH1,catalysis-precedes,GLYCTK
IDH1,catalysis-precedes,GOT1L1
IDH1,catalysis-precedes,GOT1
IDH1,catalysis-precedes,GOT2
IDH1,catalysis-precedes,GPD2
IDH1,catalysis-precedes,GPT2
IDH1,catalysis-precedes,GPT
IDH1,catalysis-precedes,HADHB
IDH1,catalysis-precedes,HIBCH
IDH1,catalysis-precedes,HIF1AN
IDH1,catalysis-precedes,HSD17B4
IDH1,catalysis-precedes,HYAL3
IDH1,catalysis-precedes,IDH2
IDH1,interacts-with,IDH2
IDH1,catalysis-precedes,IDH3A
IDH1,interacts-with,IDH3A
IDH1,catalysis-precedes,IDH3B
IDH1,interacts-with,IDH3B
IDH1,catalysis-precedes,IDH3G
IDH1,interacts-with,IDH3G
IDH1,catalysis-precedes,IL4I1
IDH1,interacts-with,IRF9
IDH1,controls-expression-of,ITGAM
IDH1,catalysis-precedes,JMJD6
IDH1,catalysis-precedes,KDM2A
IDH1,catalysis-precedes,KDM2B
IDH1,catalysis-precedes,KYAT1
IDH1,catalysis-precedes,KYAT3
IDH1,catalysis-precedes,L2HGDH
IDH1,interacts-with,LAX1
IDH1,catalysis-precedes,LEFTY1
IDH1,catalysis-precedes,LGSN
IDH1,catalysis-precedes,LIMD1
IDH1,catalysis-precedes,LPGAT1
IDH1,interacts-with,LTA4H
IDH1,catalysis-precedes,MARK1
IDH1,catalysis-precedes,MBOAT2
IDH1,catalysis-precedes,MBOAT7
IDH1,interacts-with,MDH2
IDH1,interacts-with,MOV10
IDH1,catalysis-precedes,MYO5B
IDH1,interacts-with,NAPA
IDH1,interacts-with,NAPG
IDH1,catalysis-precedes,NME1-NME2
IDH1,catalysis-precedes,NME1
IDH1,interacts-with,NME1
IDH1,catalysis-precedes,NME2
IDH1,interacts-with,NME2
IDH1,catalysis-precedes,NME3
IDH1,catalysis-precedes,NME4
IDH1,catalysis-precedes,NME5
IDH1,catalysis-precedes,NME6
IDH1,catalysis-precedes,NME7
IDH1,interacts-with,NTRK1
IDH1,catalysis-precedes,NUDT12
IDH1,interacts-with,NUP62
IDH1,interacts-with,NXF1
IDH1,catalysis-precedes,OAT
IDH1,catalysis-precedes,OGDHL
IDH1,catalysis-precedes,OGDH
IDH1,interacts-with,OXCT1
IDH1,catalysis-precedes,OXSM
IDH1,catalysis-precedes,P3H1
IDH1,catalysis-precedes,P3H2
IDH1,catalysis-precedes,P4HA1
IDH1,catalysis-precedes,P4HA2
IDH1,catalysis-precedes,P4HA3
IDH1,controls-state-change-of,PARP1
IDH1,interacts-with,PCBP1
IDH1,catalysis-precedes,PDHX
IDH1,in-complex-with,PEX10
IDH1,in-complex-with,PEX12
IDH1,in-complex-with,PEX13
IDH1,in-complex-with,PEX14
IDH1,in-complex-with,PEX2
IDH1,in-complex-with,PEX5
IDH1,interacts-with,PEX5
IDH1,catalysis-precedes,PFKL
IDH1,catalysis-precedes,PFKM
IDH1,catalysis-precedes,PFKP
IDH1,interacts-with,PHB2
IDH1,interacts-with,PHGDH
IDH1,catalysis-precedes,PHYH
IDH1,catalysis-precedes,PKLR
IDH1,catalysis-precedes,PKM
IDH1,interacts-with,PLEKHA7
IDH1,catalysis-precedes,PLOD1
IDH1,catalysis-precedes,PLOD2
IDH1,catalysis-precedes,PLOD3
IDH1,catalysis-precedes,PNPLA3
IDH1,catalysis-precedes,PNPO
IDH1,catalysis-precedes,PPCDC
IDH1,interacts-with,PPP6C
IDH1,interacts-with,PRDM14
IDH1,catalysis-precedes,PSAT1
IDH1,interacts-with,PTMS
IDH1,catalysis-precedes,PYCR1
IDH1,catalysis-precedes,PYCR2
IDH1,catalysis-precedes,PYCR3
IDH1,interacts-with,RANBP1
IDH1,interacts-with,RBBP7
IDH1,catalysis-precedes,RBX1
IDH1,interacts-with,RCN1
IDH1,catalysis-precedes,RHBG
IDH1,interacts-with,RPN1
IDH1,interacts-with,RPRD1B
IDH1,interacts-with,RPSA
IDH1,interacts-with,RRBP1
IDH1,interacts-with,RSPRY1
IDH1,interacts-with,SAFB
IDH1,interacts-with,SBDS
IDH1,catalysis-precedes,SCP2
IDH1,interacts-with,SDC4
IDH1,interacts-with,SEC13
IDH1,interacts-with,SEC23A
IDH1,interacts-with,SEC23B
IDH1,interacts-with,SEC24C
IDH1,interacts-with,SEH1L
IDH1,interacts-with,SEMA7A
IDH1,interacts-with,SEPHS1
IDH1,interacts-with,SERPINH1
IDH1,interacts-with,SETD1A
IDH1,interacts-with,SET
IDH1,interacts-with,SF1
IDH1,interacts-with,SFPQ
IDH1,interacts-with,SGF29
IDH1,interacts-with,SGTA
IDH1,interacts-with,SH3GL1
IDH1,interacts-with,SH3KBP1
IDH1,interacts-with,SHKBP1
IDH1,interacts-with,SIPA1L3
IDH1,interacts-with,SLBP
IDH1,catalysis-precedes,SLC12A1
IDH1,catalysis-precedes,SLC12A4
IDH1,catalysis-precedes,SLC12A6
IDH1,catalysis-precedes,SLC12A7
IDH1,catalysis-precedes,SLC13A3
IDH1,catalysis-precedes,SLC22A11
IDH1,catalysis-precedes,SLC22A4
IDH1,catalysis-precedes,SLC22A5
IDH1,catalysis-precedes,SLC22A6
IDH1,catalysis-precedes,SLC22A7
IDH1,catalysis-precedes,SLC22A8
IDH1,catalysis-precedes,SLC24A2
IDH1,catalysis-precedes,SLC25A11
IDH1,catalysis-precedes,SLC25A16
IDH1,catalysis-precedes,SLC25A21
IDH1,catalysis-precedes,SLC27A2
IDH1,catalysis-precedes,SLC27A3
IDH1,catalysis-precedes,SLC27A4
IDH1,catalysis-precedes,SLC27A5
IDH1,catalysis-precedes,SLC27A6
IDH1,interacts-with,SLC2A4
IDH1,catalysis-precedes,SLC33A1
IDH1,catalysis-precedes,SLC7A9
IDH1,catalysis-precedes,SLC9A1
IDH1,catalysis-precedes,SLC9A2
IDH1,catalysis-precedes,SLC9A3
IDH1,interacts-with,SMN1
IDH1,interacts-with,SMN2
IDH1,interacts-with,SMTN
IDH1,interacts-with,SNRNP70
IDH1,interacts-with,SNW1
IDH1,interacts-with,SNX9
IDH1,interacts-with,SORBS1
IDH1,interacts-with,SORBS2
IDH1,interacts-with,SPINT1
IDH1,interacts-with,SPTAN1
IDH1,interacts-with,SPTBN1
IDH1,interacts-with,SQSTM1
IDH1,interacts-with,SRC
IDH1,interacts-with,SRRM2
IDH1,interacts-with,SRRT
IDH1,interacts-with,SSR1
IDH1,interacts-with,STOML2
IDH1,interacts-with,STON2
IDH1,interacts-with,SUGT1
IDH1,interacts-with,TALDO1
IDH1,catalysis-precedes,TAT
IDH1,catalysis-precedes,TAZ
IDH1,interacts-with,THOP1
IDH1,interacts-with,TKT
IDH1,catalysis-precedes,TMLHE
IDH1,interacts-with,TMOD4
IDH1,interacts-with,TMPO
IDH1,catalysis-precedes,TUBA8
IDH1,interacts-with,UBE2H
IDH1,interacts-with,UBL7
IDH1,catalysis-precedes,VHL
IDH1,catalysis-precedes,WTIP
IDH1,catalysis-precedes,XDH
IDH1,interacts-with,YAP1
IDH1,interacts-with,ZHX1
